Ship Name,Ship Type,GRT,Date,U-Boat,Loss Type,Position,Location,Route,Cargo,Casualties
T. And A.C.,Fishing vessel (smack),23,12/01/16,UB 18 (Claus Lafrenz),Sunk,Stopped and scuttled 20 miles NNW of Trevose Head,"50° 50'N, 5° 30'W",,,0
T. Crowley,Sailing vessel,97,03/10/17,U 70 (Otto WÃ¼nsche),Sunk,"Stopped and sunk by gunnery 12 miles S of Hook Point, Waterford",,Cardiff - Kinsale,coal,0
T. R. Thompson,Steamer,3538,03/29/18,UB 57 (Johannes Lohs),Sunk,7 miles S of Newhaven,,Benisaf - Middlesbrough,iron ore,33
Tabasco,Steamer,2987,01/26/17,U 45 (Erich Sittenfeld),Sunk,Captured and sunk by torpedo 55 miles WNW of the Skelligs,"51° 50'N, 12° 00'W",Halifax - Liverpool,general cargo,0
Tafna,Passenger steamer,1444,11/23/15,U 33 (Konrad Gansser),Damaged,W of Sardinia - Damaged by gunfire,,,,
Tagona,Steamer,2004,05/16/18,U 55 (Wilhelm Werner),Sunk,Torpedoed 5 miles WSW of Trevose Head,"50° 29'N, 5° 07'W",Bilbao - Glasgow,iron ore,8
Tagus,Steamer,937,09/06/16,UB 39 (Werner FÃ¼rbringer),Sunk,35 miles NExE1/2E of Ushant,"48° 55'N, 4° 24'W",Oporto - London,general cargo,0
Taigetos,Steamer,2961,06/24/17,UC 65 (Otto Steinbrinck),Sunk,25 miles off Cape Ferret,,,,0
Taimi,Motor vessel,114,11/08/16,U 22 (Karl Scherb),Sunk,off Raumo,,GÃ¤vle - Raumo,iron and general,
Tainui,Steamer,9965,04/08/18,U 82 (Hans Adam),Damaged,"60 miles SW of the Scillies - damaged by torpedo, beached at Falmouth but salvaged and returned to service.",,Cardiff - Havre,general,0
HMT Taipo,Navy Trawler,247,06/24/17,UC 62 (Max Schmitz),Sunk,"Mined betweewn Beachy Head and the Royal Sovereign LV (barrage 378) 50.Â°41â30âN, 00Â°19âE.","50° 42'N, 0° 19'E",,,5
Taizan Maru,Steamer,3527,05/02/17,UC 65 (Otto Steinbrinck),Sunk,11 miles W of Mull of Galloway,"54° 28'N, 5° 20'W",Carthagena - Ardrossan,iron ore,0
Taki Maru,Steamer,3208,12/16/16,U 46 (Alfred SaalwÃ¤chter),Sunk,SW of Brest,"47° 03'N, 7° 35'W",Cardiff - Livorno,,0
Talavera,Steamer,1741,09/30/16,U 55 (Wilhelm Werner),prize,North Sea,,,,
Talawa,Steamer,3834,05/05/17,U 63 (Otto Schultze),Damaged,Torpedoed in the Gulf of Genoa,,Cardiff - Leghorn,coal,0
Talisman,Steamer,153,08/06/17,UB 41 (GÃ¼nther Krause),Sunk,Stopped and scuttled 7 miles ESE of Hartlepool,"54° 44'N, 1° 10'W",Greenock - Grimsby,in ballast,0
Tamara,Sailing vessel,453,02/03/17,U 54 (Volkhard von Bothmer),Sunk,100 miles WSW of Fastnet,"50° 26'N, 12° 15'W","black River, Jamacia - Fleetwood",logwood,0
Tamele,Steamer,3932,07/16/17,U 87 (Rudolf Schneider),Sunk,65 miles WxS Fastnet,,West Africa - Liverpool,produce,1
Tammerfors,Steamer,994,02/26/17,UB 40 (Hans Howaldt),Sunk,Torpedoed off Barfleur,"49° 52'N, 0° 45'W",,,
USCGC Tampa,Coast guard vessel,1181,09/26/18,UB 91 (Wolf Hans Hertwig),Sunk,Torpedoed in the Bristol Channel,"50° 40'N, 6° 19'W",,,131
Tandil,Steamer,2897,03/12/17,UC 68 (Hans Degetau),Sunk,Torpedoed 20 miles WxN1/2N of Portland,"49° 36'N, 2° 57'W",Barry - Portland,coal,4
Tanfield,Steamer,4538,04/15/18,UB 74 (Ernst Steindorff),Damaged,Torpedoed in the English Channel.,"49° 33'N, 4° 10'W",London - Bombay & Karachi,general cargo,0
Tanina,Sailing vessel,138,08/23/16,U 38 (Max Valentiner),Sunk,off S coast of France,,,,
Tanis,Steamer,3655,11/27/15,U 33 (Konrad Gansser),Sunk,"3 miles N of Zembra Island, Tunisia","37° 11'N, 10° 49'E",Liverpool - Alexandria,general cargo,0
Tansan Maru,Steamer,2443,05/22/17,U 46 (Leo Hillebrand),Sunk,"about 80 miles west of Annagh Head, Ireland","54° 10'N, 12° 40'W",Boston - Manchester,general cargo,0
Taormina,Steamer,2457,01/18/17,UC 16 (Egon von Werner),Sunk,about 60 miles from Jersey,,Huelva - Newport,iron ore,0
Tapir,Tug,200,03/24/17,UC 70 (Werner FÃ¼rbringer),Sunk,Mined off Ile de Groix,"47° 40'N, 3° 34'W",,,15
Tara,Armed boarding steamer,1862,11/05/15,U 35 (Waldemar Kophamel),Sunk,off Sollum,,,,12
Tarantula,Trawler,155,09/24/16,U 57 (Carl-Siegfried Ritter von Georg),Sunk,Stopped and sunk 20 miles NE of Scarborough,,,,0
Tarapaca,Sailing vessel,2506,09/01/17,U 52 (Hans Walther),Sunk,Stopped and scuttled 65 miles W of the La Coubre LH,"45° 55'N, 3° 12'W",Iquique - Brest,nitrate,
Tarbetnesse,Steamer,3018,03/07/18,U 110 (Carl Albrecht Kroll),Sunk,12 miles SW of the Caernarvon LV,,Manchester - ?,general cargo,0
Tarpeia,Steamer,538,05/11/17,UB 18 (Claus Lafrenz),Sunk,9 miles N of Port en Bessin at 4:45 am.,"49° 30'N, 0° 49'W",Alderney -TrÃ©port,stores,0
Tarquah,Passenger steamer,3859,07/07/17,U 57 (Carl-Siegfried Ritter von Georg),Sunk,10 miles SW of Bull Rock,"51° 29'N, 10° 25'W",Sierra Leone - Liverpool,passengers & produce,0
Tartary,Steamer,4181,05/16/18,U 86 (Helmut Patzig),Sunk,Torpedoed 8 miles ENE of the Skulmartin LV,,Liverpool - River Plate,general cargo,0
Tasman,Steamer,5023,09/16/18,U 46 (Leo Hillebrand),Sunk,220 miles NxW1/4W of Cape Villano,"46° 07'N, 12° 15'W",London - Calcutta,,14
Tasmania,Sailing vessel,2089,12/02/17,UC 17 (Ulrich Pilzecker),Sunk,Stopped and scuttled SW of Ushant in the Bay of Biscay,,New Orleans - Bordeaux,"steel, wood, tobacco",
Tasso,Steamer,1859,03/17/17,UC 70 (Werner FÃ¼rbringer),Sunk,Mined 5 miles NW of Ile de Groix,"47° 39'N, 3° 34'W",Manchester - La Pallice,war material,19
Tatarrax,Tanker,6216,08/10/18,UC 34 (Hans SchÃ¼ler),Sunk,Torpedoed off Rosetta,"32° 00'N, 30° 45'E",Port Said via Alexandria - France,spirit,61
Tatiana,Trawler,285,08/01/16,UB 39 (Werner FÃ¼rbringer),Sunk,Stopped and sunk 36 miles SExE of the Tyne,,,,0
Taurus,Taurus,128,08/31/17,U 71 (Walter Gude),Sunk,"Missing vessel, presumed mined E of the Shetlands. Could be a mine from barr.105b (laid May 31, 1917) if loss definitely E of Fetlar (see also Flore)",,,,9
Tavolara,Steamer,701,06/14/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,20 miles off Civita Vecchia at 7:00pm,"41° 50'N, 14° 25'E",,,0
Taxi Arches,Sailing Vessel,3,02/20/18,UC 23 (Hans Georg LÃ¼bbe),Sunk,Aegean,,,,
Taxiarchis,Sailing vessel,290,09/17/17,,Sunk,Mediterranean Sea,,,,
Tea,Steamer,5395,02/16/18,U 155 (Erich Eckelmann),Sunk,SW of Cape St. Vincent,"35° 30'N, 10° 28'W","Portland, Maine - Gibraltar",grain,
Teakwood,Tanker,5315,04/28/17,k.u.k. U14 (Georg Ritter von Trapp),Sunk,26 miles SWxW of Sapienza Island,"36° 39'N, 21° 10'E",Port Arthur - Port Said,,0
Teal,Trawler,141,06/01/17,U 57 (Carl-Siegfried Ritter von Georg),Sunk,Stopped and sunk by gunnery 57 miles NWxN of the Sule Skerry Light,"59° 13'N, 4° 16'W",,,0
Teano,Steamer,1907,06/29/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,Stopped and scuttled 24 miles NWxN of Marettimo Island at 9:00am,"38° 15'N, 11° 45'E",Hull - Naples,coal & general cargo,0
Tecwyn,Auxiliary motor,132,02/21/17,U 60 (Karlgeorg Schuster),Sunk,Stopped and sunk 20 miles S of Portland Bill,,St. Valery - Runcorn,flints and boulders,0
Teelin Head,steamer,1718,01/21/18,UC 31 (Kurt Siewert),Sunk,12 miles SSW Owers LV,,Belfast - ?,potatoes,13
Teesborough,Steamer,308,09/03/16,UB 18 (Otto Steinbrinck),Sunk,30 miles NE of FÃ©camp,,FÃ©camp - London,in ballast,0
Teesdale,Steamer,2470,06/15/17,UB 31 (Thomas Bieber),Damaged,2 miles off Bolt Head.,,West Hartlepool - Gibraltar,coal,3
Teespool,Steamer,4577,10/19/17,UB 38 (Wilhelm Amberger),Damaged,3 miles SE of Dartmouth. Beached but later refloated.,,Tyne - Falmouth,coal and coke,4
Teie,Sailing vessel,1974,05/28/17,UC 45 (Hubert Aust),Sunk,Stopped and scuttled about 60 miles S of Fastnet.,"50° 28'N, 9° 20'W",South Georgia â Liverpool,whale oil,0
Tejo,Sailing vessel,201,05/14/17,U 34 (Johannes Klasing),Sunk,Stopped and scuttled 9 miles N of Cape San Antonio at 23:00,"38° 58'N, 0° 16'E",Cape Verde - Valencia,coprah,0
Tela,Steamer,7226,05/02/17,UB 18 (Claus Lafrenz),Sunk,16 miles NE1/2E of Cape Barfleur,"49° 50'N, 0° 50'W",Havre - Cardiff,,0
Telefon,Sailing vessel,777,04/26/17,UC 50 (Rudolf Seuffer),Sunk,,"54° 57'N, 1° 48'E",Fredrikshald â West Hartlepool,pit props,0
Telegraaf XVIII,Steamer,306,06/24/17,UC 64 (Ernst MÃ¼ller-Schwarz),Sunk,26 miles W of the Hook of Holland,,Rotterdam - London,general cargo,
Telena,Tanker,4778,04/21/17,U 61 (Victor Dieckmann),Sunk,170 miles WNW of Fastnet,"51° 16'N, 14° 00'W",Philadelphia - Queenstown,benzine,0
Tello,Steamer,1218,08/16/15,U 17 (Hans Walther),Sunk,,"57° 00'N, 5° 03'E",GÃ¶teborg -Sunderland,pit props and sleepers,0
Temmei Maru,Steamer,3360,08/10/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,off S coast of France at 1:00pm,"42° 50'N, 4° 55'E",Marseille - ?,,0
Tempus,Steamer,2981,04/19/17,U 53 (Hans Rose),Sunk,"130 miles NWxW1/2W of Fastnet. 51.50N, 12.50W per KTB","51° 45'N, 12° 58'W",Carthagena - Garston,,1
Tennes,Motor fishing vessel,58,05/12/18,U 22 (Hinrich Hermann Hashagen),Sunk,20 miles NE of Sviatoi Nos,,,,
Terence,Steamer,4309,04/28/17,U 81 (Raimund Weisbach),Sunk,150 miles NWxN of Fastnet,"52° 40'N, 12° 55'W",Buenos Aires - Liverpool,"meat, wheat & general cargo",1
Teresa C.,Sailing vessel,270,09/19/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,off Cape Carbonara at 6:00pm,"38° 35'N, 9° 50'E",,,
Teresa Accame,Steamer,4742,05/23/16,U 39 (Walter Forstmann),Damaged,"at Porto Ferraijo, Elba - damaged by bombardment",,Norfolk - Porto Ferraijo,coal,
Teresina,Sailing vessel,212,03/01/17,U 65 (Hermann von Fischel),Sunk,Stopped and scuttled S of Sardinia,,,,
Teresita,Sailing vessel,136,09/19/17,UC 53 (Kurt Albrecht),Sunk,Tyrrenhian Sea,,,,
Tergestea,Steamer,4308,02/13/16,UC 4 (Friedrich Moecke),Sunk,Mined 8 miles ExS of Aldeburgh,"52° 10'N, 1° 50'E",Tyne - London,coal,0
Terje Viken,Steamer,3579,04/17/16,U 73 (Gustav SieÃ),Sunk,"Mined 4 miles off Cabo Guia, Portugal",,Galveston - Lisbon,grain,0
Termini,Steamer,1523,03/21/18,UC 37 (Otto KÃ¼mpel),Sunk,"Torpedoed off Milos, Aegean Sea","36° 49'N, 24° 21'E",,,
Tervani,Navy Trawler,457,12/05/16,UC 4 (Hans Howaldt),Sunk,Mined off Orfordness 520600N 013930E,"52° 06'N, 1° 40'E",,,1
Tervo,Barge,58,06/26/17,UC 57 (Friedrich WiÃmann),Sunk,Raumo-Wasa area,,,,
Teti,Steamer,2868,08/04/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,"40 miles SW of Planier LH, at 5,30pm","43° 10'N, 4° 25'E",Genoa - Aguilas,,0
Tettenhall,Navy Trawler,227,05/23/17,UC 14 (Ulrich Pilzecker),Sunk,Mined off Lowestoft,"52° 30'N, 1° 54'E",,,6
Teutonian,Tanker,4824,03/04/16,U 32 (Edgar von Spiegel von und zu Peckelsheim),Sunk,"36 miles SWxW of Fastnet. 50.56N, 10.06 per KTB","50° 55'N, 10° 20'W",Sabine Pass - Avonmouth,refined oil,0
Tevere,Steamer,2660,08/31/16,UB 45 (Karl Palis),Sunk,off Poti,,,,
Teviotdale,Steamer,3847,06/11/17,U 43 (Waldemar Bender),Sunk,330 miles NWxW of Fastnet,"52° 20'N, 18° 27'W",Havana - Queenstown,sugar,1
Tewfig El Bari,Sailing vessel,100,05/18/18,UB 51 (Ernst Krafft),Sunk,eastern Med,,,,
Tewfikieh,Steamer,2490,06/09/18,UB 105 (Wilhelm Marschall),Sunk,115 miles WNW of Alexandria,,Hull - Alexandria,coal & general cargo,5
Texas,Steamer,6674,11/29/17,UB 59 (Erwin WaÃner),Damaged,Stranded after being torpedoed near Ile de Groix. Refloated and repaired.,,New Orleans - Lorient,,
Texel,Steamer,3210,06/02/18,U 151 (Heinrich von Nostitz und JÃ¤nckendorff),Sunk,60 miles S of New York,"38° 57'N, 73° 13'W",Puerto Rico - New York,sugar,0
Texelstroom,Steamer,1601,10/06/15,UC 7 (Franz WÃ¤ger),Sunk,Mined 1 mile W of Sunk LV (Barrage 38),,Swansea - Amsterdam,"coffee, coal, tinplate & motor tires",0
Thalatta I,Auxiliary motor,358,02/15/18,U 100 (Degenhart von LoÃ«),Damaged,"Doggerbank area, hit by three shells",,Gothenburg - Amsterdam,general cargo,
Thalia,Steamer,1308,10/08/18,UC 17 (Nikolaus von Lyncker),Sunk,4 miles ESE of Filey Brigg,,Rouen-Tyne,in ballast,3
Thames,Steamer,1327,05/26/18,UC 17 (Nikolaus von Lyncker),Sunk,6 miles SEbE Seaham Harbour,,London - Leith,general cargo,4
The Duke,steamer,376,10/20/16,UB 18 (Otto Steinbrinck),Sunk,40 miles NNE Cape La HÃ¨ve,,Rouen - Newhaven,in ballast,0
The Macbain,Sailing vessel,291,03/04/17,U 48 (Berndt BuÃ),Sunk,Stopped and scuttled 20 miles SSW of Portland Bill,,Cherbourg - Fowey,in ballast,0
The Marchioness,Steamer,553,10/20/16,UB 18 (Otto Steinbrinck),Sunk,30 miles NW of Fecamp,,Glasgow - FÃ©camp,coal,0
The Marquis,steamer,373,11/08/17,UC 75 (Johannes Lohs),Sunk,16 miles ESE of Rockabill Light,,Abergele - Ayr,limestone,0
The President,Steamer,647,04/10/15,U 24 (Rudolf Schneider),Sunk,Stopped and scuttled 14 miles SxbW of the Lizard,"49° 44'N, 5° 11'W",Clyde - St. Malo,coal tar pitch,0
The Queen,Steamer,557,08/17/15,U 38 (Max Valentiner),Sunk,"40 miles NNE the Smalls, St. George Channel",,Ayr - Devonport,coal,0
Thelma,Steamer,1002,09/26/16,U 20 (Walther Schwieger),Sunk,24 miles E of Fair Isle,,Clyde - GÃ¶teborg,coal & general cargo,0
Themis,Steamer,897,12/21/16,,Sunk,"Sailed December 21, 1916 and never heard of again. Presumed mined in the North Sea.",,Newcastle-Amsterdam,,
Themistoclis,Steamer,1895,04/09/17,UC 71 (Hans Valentiner),Sunk,"100 miles off Pointe St Mathieu, Brittany",,Cardiff - Algiers,coal,
Theodor,Sailing vessel,234,10/21/16,UB 22 (Bernhard Putzier),Sunk,,"56° 35'N, 3° 30'E",Moss â West Hartlepool,pitprops,0
Theodora,Steamer,2899,09/04/17,UB 49 (Hans von Mellenthin),Sunk,"near Correbedo, Spain","42° 32'N, 9° 25'W",Cagliari - Nantes,,0
Theodore William,Steamer,3057,04/22/17,U 21 (Otto Hersing),Sunk,40 miles off the Shetlands,"60° 45'N, 0° 13'E",Narvik - Middlesbrough,iron ore,0
Theodoros Pangalos,Steamer,2838,03/03/17,U 53 (Hans Rose),Sunk,Stopped and sunk by gunfire about 30 miles SSW of the Lizard,"49° 40'N, 5° 30'W",Penarth - ?,,0
Theodosi Tschernigowski,Steamer,327,10/22/16,U 56 (Hermann Lorenz),Sunk,off Vaidaguada,,,,0
Theologos,Sailing vessel,103,09/20/18,k.u.k. U27 (Josef Holub),Sunk,,"36° 57'N, 22° 05'E",,,0
Theresdal,Steamer,1762,01/19/17,UC 16 (Egon von Werner),Sunk,off W Ushant,"48° 09'N, 8° 00'W",Bathurst - Liverpool,ground nuts,0
Therese,Steamer,1333,11/12/16,U 49 (Richard Hartmann),Sunk,off Cape Ortegal,,Djidjelli - Kirkcaldy,cork shavings,0
Therese Et Marie,Steamer,1615,08/19/17,UC 21 (Werner von Zerboni di Sposetti),Sunk,"Torpedoed 13 miles NW of Ile du Pilier, S of Belle Ile","47° 04'N, 2° 40'W",Nantes-Bordeaux,ballast,2
Theseus,Steamer,6723,03/29/15,U 28 (Georg-GÃ¼nther von Forstner),Damaged,40 miles SW of Scilly by gunfire,,Liverpool - Java,general cargo,0
Thessaly,Steamer,4310,06/11/17,U 94 (Alfred SaalwÃ¤chter),Damaged,Damaged by gunfire,"56° 04'N, 12° 40'W",Liverpool - Rosario,general cargo,1
Thirlby,Steamer,2009,04/24/17,U 61 (Victor Dieckmann),Damaged,SW of the Scillies,,Gibraltar - Dunkirk,,0
Thirlby,Steamer,2009,07/02/17,UC 31 (Otto von Schrader),Sunk,122 miles NWxW1/4W ofFastnet,"51° 39'N, 12° 52'W",Sevilla - Garston,copper and copper ore,2
Thisbe,Steamer,1091,09/06/17,UB 35 (Karl StÃ¶ter),Sunk,Torpedoed 6 miles W1/2S of the Lizard,"49° 57'N, 5° 21'W",Swansea - Caen,coal,
Thistle,Trawler,167,01/29/17,UC 31 (Otto von Schrader),Sunk,Stopped and sunk 140 miles NExN1/2N of the mouth of the Tyne,,,,0
Thistleard,Steamer,4136,04/24/17,U 82 (Hans Adam),Sunk,135 miles WNW of Tory Island,"55° 10'N, 12° 00'W",Tocopila via Norfolk - Clyde,nitrate,0
Thistleban,Steamer,4117,12/23/16,U 73 (Gustav SieÃ),Sunk,"Mined 5 miles NNW of Alexandria, beached but a total loss",,Karachi - Hull,"rape seed, linseed & peas",0
Thistlebank,Sailing vessel,2411,06/30/15,U 24 (Rudolf Schneider),Sunk,25 miles SW of Fastnet,"51° 05'N, 9° 50'W",Bahia Blanca - Queenstown (for orders),wheat,0
Thistledhu,Steamer,4026,06/18/17,U 82 (Hans Adam),Sunk,"218 miles NW1/2W of the Fastnet. 52.25N, 16.33W per KTB","52° 17'N, 15° 18'W",Iquique via Newport News - Newport,nitrate,4
Thode Fagelund,Steamer,4352,03/12/17,UB 27 (Hans Georg LÃ¼bbe),Sunk,Stopped and sunk near the Noord Hinder LV,"51° 40'N, 2° 58'E",Shanghai - Rotterdam,sesame seed,0
Tholma,Steamer,1896,01/08/17,U 48 (Berndt BuÃ),Sunk,90 miles NW of Cape Finisterre,"43° 23'N, 11° 01'W",Cardiff - Genoa,coal,0
Thomas,Sailing vessel,132,04/18/17,UC 27 (Gerhard Schulz),Sunk,Stopped and scuttled 40 miles SE of Cape St. Vincent,,Cadiz - Rose Blanche,salt,0
Thomas Krag,Steamer,3569,09/16/17,UC 17 (Ulrich Pilzecker),Damaged,Torpedoed 1.25 miles SSE of Lizard,,Rotterdam - Cardiff,in ballast,
Thomas Stratten,Navy Trawler,309,10/20/17,U 71 (Walter Gude),Sunk,Mined off Butt of Lewis (Barrage 136),,,,8
Thomasina,Sailing vessel,1869,06/10/15,U 35 (Waldemar Kophamel),Sunk,49 miles SSE of Rocheâs Point,,Liverpool - Pensacola,in ballast,
Thor,Fishing vessel (sail),105,07/03/17,U 49 (Richard Hartmann),Sunk,Stopped and sunk by gunnery W of the Shetlands,"60° 09'N, 5° 50'W",,,0
Thor Ii,Sailing vessel,2144,02/04/17,U 45 (Erich Sittenfeld),Sunk,Stopped and sunk by torpedoed 80 miles off the Irish coast,"50° 18'N, 11° 48'W",South Georgia â Queenstown,whale oil,0
Thoralf,Sailing vessel,586,05/08/18,UB 65 (Martin Schelle),Sunk,Stopped and scuttled 20 miles SE of the Coningbeg LV,"51° 56'N, 5° 55'W","Black River, Jamaica - Fleetwood",logwood,0
Thorgny,Steamer,734,02/18/17,UC 17 (Ralph Wenninger),Sunk,15 miles SW of Start Point,"49° 57'N, 3° 53'W",Grimsby - Hennebont,pig iron,0
Thornaby,Steamer,1782,02/28/16,UC 3 (Erwin WaÃner),Sunk,Mined 2 miles NE Shipwash LV 52.0330N 01.4300E,"52° 04'N, 1° 43'E",Marbella - West Hartlepool,iron ore,19
Thornfield,Steamer,488,08/17/15,U 38 (Max Valentiner),Sunk,25 miles NNE of Smalls,,"London - Peel, Isle of Man",wooden huts,0
Thornhill,Steamer,3848,11/27/17,UC 35 (Hans Paul Korsch),Damaged,Torpedoed off Oneglia,"43° 53'N, 8° 02'E",Blyth - Genoa,coal,1
Thorpwood,Steamer,3184,10/08/15,U 39 (Walter Forstmann),Sunk,"122 miles S of Cape Martello, Crete","33° 12'N, 25° 28'E",Malta - ?,coal,0
Thorsa,Steamer,1319,05/02/18,UB 103 (Paul Hundius),Sunk,Torpedoed 3 miles NNW Pendeen LH,"50° 12'N, 5° 44'W",Le Havre - Liverpool,general cargo,0
Thorsdal,steamer,2200,07/24/17,U 44 (Paul WagenfÃ¼hr),Sunk,off W coast of Scotland,"55° 35'N, 13° 38'W",Miramichi - Ardrossan,lumber,0
Thorunn,Steamer,990,05/16/17,UC 79 (Erich Haecker),prize,Off the coast of Norway in the Skagerrak.,"58° 23'N, 9° 50'E",Bergen - U.K.,hay,0
Thorvaldsen,Steamer,1220,09/20/15,U 16 (Leo Hillebrand),Sunk,34 miles W of Hansholm,"56° 47'N, 7° 09'E",MalmÃ¶ - West Hartlepool,pit props,0
Thracia,Steamer,2891,03/27/17,UC 69 (Erwin WaÃner),Sunk,12 miles N of Belle Ile,"47° 31'N, 3° 17'W",Bilbao - Ardrossan,iron ore,36
Thrift,Fishing vessel (smack),40,03/11/17,U 62 (Ernst Hashagen),Sunk,Sunk by gunnery 15 miles W of Trevose Head,"50° 30'N, 5° 24'W",,,0
Thrush,Trawler,264,08/09/15,U 38 (Max Valentiner),Sunk,Stopped and sunk 50 miles W of Eagle Island,,,,0
Thuhaug,Steamer,948,11/07/16,UC 17 (Ralph Wenninger),Sunk,35 miles off Cape La Heve,,Swansea - Rouen,coal,0
Thuringia,Navy Trawler,297,11/11/17,U 95 (Athalwin Prinz),Sunk,Torpedoed off Youghal,,,,14
Thurso,Steamer,1244,09/27/16,U 44 (Paul WagenfÃ¼hr),Sunk,60 miles NExE of Rattray Head,,Arkhangelsk - Hull,timber,0
Thyholmen,Auxiliary motor,259,11/21/16,UB 41 (Friedrich Karl Sichart von Sichartshofen),prize,near Blyth,,Holmestrand - West Hartlepool,pitprops,0
Thyra,Steamer,749,12/22/16,U 70 (Otto WÃ¼nsche),Damaged,,"44° 38'N, 8° 45'W",Cardiff - Oporto,coal,0
Tiberia,Steamer,4880,02/26/18,U 19 (Johannes SpieÃ),Sunk,"Torpedoed 1.5 mles E of Black Head, Belfast Lough","54° 47'N, 5° 39'W",Glasgow - New York,general cargo,0
Ticino,Steamer,1470,11/06/15,U 38 (Max Valentiner),Sunk,12 miles off Cap de Fer,"37° 12'N, 7° 12'E",,,
Ticonderoga,Steamer,5130,09/30/18,U 152 (Adolf Franz),Sunk,,"43° 05'N, 38° 43'W",Norfolk & New York - La Pallice,,213
Tiger,Steamer,3273,05/07/17,UC 69 (Erwin WaÃner),Sunk,3 miles WNW of Cabo Machichoco,"43° 27'N, 2° 50'W",Agua Amarga - Cardiff,iron ore,0
Tijuca,Sailing vessel,2543,11/22/17,U 151 (Waldemar Kophamel),Sunk,"Assaulted by gunnery, which forced the crew to abandon ship, and then sunk by torpedo about 200 miles SE of Santa Maria, Azores","36° 00'N, 20° 40'W",La Pallice - Taltal,in ballast,
Tillycorthie,Steamer,382,03/01/17,UC 41 (Kurt Bernis),Sunk,5 miles E of the Longstone Light. Location also given as 16 miles N1/2E from Longstone.,,Seaham - Peterhead,coal,0
Timor,Motor vessel,135,07/16/17,UC 64 (Ernst MÃ¼ller-Schwarz),Sunk,Stopped and scuttled 18 miles S of the Noord Hinter LV,,London - Rotterdam,pitch,
Tippecanoe,Steamer,6187,07/25/18,U 91 (Alfred von Glasenapp),Sunk,550 miles from Brest,"40° 57'N, 15° 25'W",Philadelphia & New York - St. Nazaire,,1
Tiro,Steamer,1442,12/29/17,UB 57 (Otto Steinbrinck),Sunk,Torpedoed and sunk 7 miles NW x W1/2W of Lizard,"49° 56'N, 5° 23'W",Barry - Rouen,coal,8
Titan,Trawler,171,10/26/16,UB 34 (Theodor Schultz),Sunk,Stopped and sunk 74 miles NE of Longstone,,,,0
Tithonus,Armed boarding steamer,3463,03/28/18,UB 72 (Friedrich Traeger),Sunk,50 miles east of Aberdeen while escorting a convoy to Norway,"57° 04'N, 0° 33'W",U.K. - Norway,,4
Titian,Steamer,4170,08/26/17,k.u.k. U14 (Georg Ritter von Trapp),Sunk,170 miles SE1/2E of Malta,"34° 20'N, 17° 30'E",London - Alexandria,general cargo,0
Tito Speri,Steamer,3893,08/10/17,UC 53 (Kurt Albrecht),Sunk,off Cape Palinuro (Campania),"40° 01'N, 15° 11'E",Karachi - Messina,,0
Tizona,Steamer,1021,03/28/17,UC 77 (Reinhard von Rabenau),Sunk,35 miles N3/4E of Longstone,,London - Christiania,coke,0
TjÃ¸mÃ¸,Steamer,1453,05/21/16,U 34 (Claus RÃ¼cker),Sunk,"Scuttled 50 miles NE of Formentor, Mallorca","40° 21'N, 2° 51'E",Barry Dock - Genoa,coal,0
Tobia,Sailing vessel,185,09/30/15,U 33 (Konrad Gansser),Sunk,Scuttled off Ithaka,"37° 58'N, 19° 22'E",Civitavecchia - Patras,olive oil & calcium carbide,
Tobol,Steamer,3741,09/11/17,U 52 (Hans Walther),Sunk,about 70 miles ESE of Duncansby Head,"58° 20'N, 1° 00'W",Blyth - Archangelsk,,
Toftwood,Steamer,3082,01/13/17,UC 18 (Wilhelm Kiel),Sunk,Captured and then torpedoed 24 miles N1/2W of Sept Iles,"49° 15'N, 3° 43'W",New York - Havre,general cargo,0
Togo,Steamer,1484,05/12/18,UC 35 (Hans Paul Korsch),Sunk,Torpedoed 500 metres W of Pt. Dubreuil,"43° 10'N, 6° 36'E",,,1
Togston,Steamer,1057,10/18/17,UC 47 (GÃ¼nther Wigankow),Sunk,20 miles SxE1/2E of Flamborough Head,"53° 40'N, 0° 12'E",Newcastle - London,coal,5
Tokomaru,Steamer,6084,01/30/15,U 20 (Walther Schwieger),Sunk,7 miles NW of Le Havre LV,,New Zealand ports - Havre & London,"meat, dairy produce & general cargo",0
Tokuyama Maru,Steamer,7029,08/02/18,U 140 (Waldemar Kophamel),Sunk,off the east coast of the US,"39° 12'N, 70° 23'W",Fowey & Plymouth - New York,chalk,
